Fuel,Hydrogen Source,Carbon Source,Electricity Source,Pathway Name,Region,Year,CapEx [$/tonne],OpEx [$/tonne],LCOF [$/tonne],Emissions [kg CO2e / kg fuel],Comment
FTdiesel,LTE,DAC,grid,LTE_H_DAC_C_grid_E,Belgium,2024,777.1044909,5519.141108046712,6296.245598946713,1.4849860299555857,Liquid methanol at STP
FTdiesel,LTE,DAC,grid,LTE_H_DAC_C_grid_E,France,2024,697.0884962000001,6721.0239442075745,7418.1124404075745,-1.1923201955418157,Liquid methanol at STP
FTdiesel,LTE,DAC,grid,LTE_H_DAC_C_grid_E,Germany,2024,706.5819193,9361.048159716147,10067.630079016148,9.418954478685684,Liquid methanol at STP
FTdiesel,LTE,DAC,grid,LTE_H_DAC_C_grid_E,Italy,2024,630.6345345,15899.762386285467,16530.396920785468,7.786450682650686,Liquid methanol at STP
FTdiesel,LTE,DAC,grid,LTE_H_DAC_C_grid_E,Netherlands,2024,764.8986612,8382.851416788088,9147.750077988088,5.729495899646584,Liquid methanol at STP
FTdiesel,LTE,DAC,grid,LTE_H_DAC_C_grid_E,Spain,2024,593.3389437500001,5168.030177724795,5761.369121474795,2.6603887631007836,Liquid methanol at STP
FTdiesel,LTE,DAC,grid,LTE_H_DAC_C_grid_E,United Kingdom,2024,688.9512764,4430.496359340602,5119.447635740602,4.749993622025586,Liquid methanol at STP
FTdiesel,LTE,DAC,grid,LTE_H_DAC_C_grid_E,Czech Republic,2024,607.5790784,5463.751010398635,6071.330088798635,14.414416094552788,Liquid methanol at STP
FTdiesel,LTE,DAC,grid,LTE_H_DAC_C_grid_E,Finland,2024,781.1731008,4677.97619509116,5459.149295891159,-0.4413684493657155,Liquid methanol at STP
FTdiesel,LTE,DAC,grid,LTE_H_DAC_C_grid_E,Hungary,2024,626.5659246,5569.800364652113,6196.366289252113,3.6398910407217846,Liquid methanol at STP
FTdiesel,LTE,DAC,grid,LTE_H_DAC_C_grid_E,Norway,2024,898.48468625,4554.198326059766,5452.683012309766,-2.0412221694800157,Liquid methanol at STP
FTdiesel,LTE,DAC,grid,LTE_H_DAC_C_grid_E,Poland,2024,634.02504275,18440.503905429676,19074.528948179675,18.593625812402387,Liquid methanol at STP
FTdiesel,LTE,DAC,grid,LTE_H_DAC_C_grid_E,Sweden,2024,821.8591997999999,3124.5251898909146,3946.3843896909148,-1.6820713343523157,Liquid methanol at STP
FTdiesel,LTE,DAC,grid,LTE_H_DAC_C_grid_E,Oman,2024,647.5870757499999,7660.869350299386,8308.456426049386,15.426568448094482,Liquid methanol at STP
FTdiesel,LTE,DAC,grid,LTE_H_DAC_C_grid_E,United Arab Emirates,2024,647.5870757499999,3993.6763296580507,4641.263405408051,12.161560856024487,Liquid methanol at STP
FTdiesel,LTE,DAC,grid,LTE_H_DAC_C_grid_E,Malaysia,2024,593.3389437500001,4614.072289062242,5207.411232812242,0.4075335245724845,Liquid methanol at STP
FTdiesel,LTE,DAC,grid,LTE_H_DAC_C_grid_E,Saudi Arabia,2024,647.5870757499999,2609.4284315110176,3257.015507261018,11.377959033927688,Liquid methanol at STP
FTdiesel,LTE,DAC,grid,LTE_H_DAC_C_grid_E,Greece,2024,623.853518,8041.294639755193,8665.148157755193,7.982351138174885,Liquid methanol at STP
FTdiesel,LTE,DAC,grid,LTE_H_DAC_C_grid_E,Austria,2024,705.2257159999999,10546.816146456664,11252.041862456663,0.6034339800966846,Liquid methanol at STP
FTdiesel,LTE,DAC,grid,LTE_H_DAC_C_grid_E,Switzerland,2024,749.30232325,9283.093941981218,10032.396265231218,-1.8779717898765156,Liquid methanol at STP
FTdiesel,LTE,DAC,grid,LTE_H_DAC_C_grid_E,Portugal,2024,617.0725015,5355.099489169955,5972.1719906699545,2.3991881557351844,Liquid methanol at STP
FTdiesel,SMR,SMR,renewable,SMR_H_C_renewable_E,United States,2024,444.4539538804724,1254.3930902954269,1698.8470441758993,4.1770700011078326,Liquid methanol at STP
FTdiesel,SMR,SMR,renewable,SMR_H_C_renewable_E,Brazil,2024,453.34303295808184,2754.8230405003965,3208.1660734584784,4.1770700011078326,Liquid methanol at STP
FTdiesel,SMR,SMR,renewable,SMR_H_C_renewable_E,Canada,2024,395.56401895362035,827.0403943063885,1222.6044132600089,4.1770700011078326,Liquid methanol at STP
FTdiesel,SMR,SMR,renewable,SMR_H_C_renewable_E,Mexico,2024,360.0077026431826,746.4315820349511,1106.4392846781338,4.1770700011078326,Liquid methanol at STP
FTdiesel,SMR,SMR,renewable,SMR_H_C_renewable_E,Australia,2024,435.12042084898246,1150.4878239908658,1585.6082448398483,4.1770700011078326,Liquid methanol at STP
FTdiesel,SMR,SMR,renewable,SMR_H_C_renewable_E,India,2024,281.7838067602195,1904.4679483725693,2186.2517551327887,4.1770700011078326,Liquid methanol at STP
FTdiesel,SMR,SMR,renewable,SMR_H_C_renewable_E,Indonesia,2024,283.11716862186086,1905.7763682498248,2188.8935368716857,4.1770700011078326,Liquid methanol at STP
FTdiesel,SMR,SMR,renewable,SMR_H_C_renewable_E,Philippines,2024,308.8954979469283,3859.9561153222808,4168.851613269209,4.1770700011078326,Liquid methanol at STP
FTdiesel,SMR,SMR,renewable,SMR_H_C_renewable_E,Singapore,2024,367.5634198591506,4682.553526031803,5050.1169458909535,4.1770700011078326,Liquid methanol at STP
FTdiesel,SMR,SMR,renewable,SMR_H_C_renewable_E,Thailand,2024,289.783977930068,726.9474819131115,1016.7314598431794,4.1770700011078326,Liquid methanol at STP
FTdiesel,SMR,SMR,renewable,SMR_H_C_renewable_E,China,2024,350.2297156578122,1555.5821448823317,1905.811860540144,4.1770700011078326,Liquid methanol at STP
FTdiesel,SMR,SMR,renewable,SMR_H_C_renewable_E,Japan,2024,477.78800042150783,2235.294446341904,2713.082446763412,4.1770700011078326,Liquid methanol at STP
FTdiesel,SMR,SMR,renewable,SMR_H_C_renewable_E,Russia,2024,316.4512151628963,315.48056884452836,631.9317840074247,4.1770700011078326,Liquid methanol at STP
FTdiesel,SMR,SMR,renewable,SMR_H_C_renewable_E,South Korea,2024,511.12204696254315,1821.8016991183185,2332.9237460808617,4.1770700011078326,Liquid methanol at STP
FTdiesel,SMR,SMR,renewable,SMR_H_C_renewable_E,Taipei,2024,376.0080449828796,4911.9601989112825,5287.968243894162,4.1770700011078326,Liquid methanol at STP
FTdiesel,SMR,SMR,renewable,SMR_H_C_renewable_E,South Arabia,2024,472.01009902106165,4951.132021853858,5423.142120874919,4.1770700011078326,Liquid methanol at STP
FTdiesel,SMR,SMR,renewable,SMR_H_C_renewable_E,South Africa,2024,541.3449158264153,4955.2921108621795,5496.637026688595,4.1770700011078326,Liquid methanol at STP
FTdiesel,SMR,SMR,renewable,SMR_H_C_renewable_E,Turkey,2024,323.56247842498385,1098.4791770067156,1422.0416554316994,4.1770700011078326,Liquid methanol at STP
FTdiesel,SMR,SMR,renewable,SMR_H_C_renewable_E,Belgium,2024,509.34423114702133,2304.135206648636,2813.4794377956573,4.1770700011078326,Liquid methanol at STP
FTdiesel,SMR,SMR,renewable,SMR_H_C_renewable_E,France,2024,456.8986645891256,3000.456356058025,3457.3550206471505,4.1770700011078326,Liquid methanol at STP
FTdiesel,SMR,SMR,renewable,SMR_H_C_renewable_E,Germany,2024,463.1210199434522,3052.236538432827,3515.357558376279,4.1770700011078326,Liquid methanol at STP
FTdiesel,SMR,SMR,renewable,SMR_H_C_renewable_E,Italy,2024,413.3421771088393,3810.265466776101,4223.60764388494,4.1770700011078326,Liquid methanol at STP
FTdiesel,SMR,SMR,renewable,SMR_H_C_renewable_E,Netherlands,2024,501.3440599771728,3967.0614903728933,4468.405550350066,4.1770700011078326,Liquid methanol at STP
FTdiesel,SMR,SMR,renewable,SMR_H_C_renewable_E,Spain,2024,388.8972096454133,2398.1248967158012,2787.0221063612144,4.1770700011078326,Liquid methanol at STP
FTdiesel,SMR,SMR,renewable,SMR_H_C_renewable_E,United Kingdom,2024,451.5652171425599,2538.9191801516604,2990.4843972942203,4.1770700011078326,Liquid methanol at STP
FTdiesel,SMR,SMR,renewable,SMR_H_C_renewable_E,Czech Republic,2024,398.2307426769032,2351.6433996268647,2749.874142303768,4.1770700011078326,Liquid methanol at STP
FTdiesel,SMR,SMR,renewable,SMR_H_C_renewable_E,Finland,2024,512.0109548703041,3469.9654606508716,3981.9764155211756,4.1770700011078326,Liquid methanol at STP
FTdiesel,SMR,SMR,renewable,SMR_H_C_renewable_E,Hungary,2024,410.67545338555647,3966.6886896431124,4377.364143028669,4.1770700011078326,Liquid methanol at STP
FTdiesel,SMR,SMR,renewable,SMR_H_C_renewable_E,Norway,2024,588.9014888916258,4010.328689476175,4599.230178367801,4.1770700011078326,Liquid methanol at STP
FTdiesel,SMR,SMR,renewable,SMR_H_C_renewable_E,Poland,2024,415.56444687824165,2117.8485865431967,2533.4130334214383,4.1770700011078326,Liquid methanol at STP
FTdiesel,SMR,SMR,renewable,SMR_H_C_renewable_E,Sweden,2024,538.6781921031325,2458.5018712740157,2997.180063377148,4.1770700011078326,Liquid methanol at STP
FTdiesel,SMR,SMR,renewable,SMR_H_C_renewable_E,Oman,2024,424.4535259558511,3914.3408032258258,4338.794329181677,4.1770700011078326,Liquid methanol at STP
FTdiesel,SMR,SMR,renewable,SMR_H_C_renewable_E,United Arab Emirates,2024,424.4535259558511,1453.986062668382,1878.439588624233,4.1770700011078326,Liquid methanol at STP
FTdiesel,SMR,SMR,renewable,SMR_H_C_renewable_E,Malaysia,2024,388.8972096454133,890.1804996756968,1279.07770932111,4.1770700011078326,Liquid methanol at STP
FTdiesel,SMR,SMR,renewable,SMR_H_C_renewable_E,Saudi Arabia,2024,424.4535259558511,369.37101525426186,793.824541210113,4.1770700011078326,Liquid methanol at STP
FTdiesel,SMR,SMR,renewable,SMR_H_C_renewable_E,Greece,2024,408.89763757003453,2961.556342857603,3370.4539804276374,4.1770700011078326,Liquid methanol at STP
FTdiesel,SMR,SMR,renewable,SMR_H_C_renewable_E,Austria,2024,462.2321120356913,3677.0265399809723,4139.258652016663,4.1770700011078326,Liquid methanol at STP
FTdiesel,SMR,SMR,renewable,SMR_H_C_renewable_E,Switzerland,2024,491.12161903792196,4918.867013354587,5409.988632392508,4.1770700011078326,Liquid methanol at STP
FTdiesel,SMR,SMR,renewable,SMR_H_C_renewable_E,Portugal,2024,404.45309803122984,3307.282941531443,3711.736039562673,4.1770700011078326,Liquid methanol at STP
FTdiesel,LTE,SMR,renewable,LTE_H_SMR_C_renewable_E,United States,2024,678.10165,5178.861511179443,5856.963161179443,2.5785767894351843,Liquid methanol at STP
FTdiesel,LTE,SMR,renewable,LTE_H_SMR_C_renewable_E,Brazil,2024,691.663683,5069.109862790247,5760.773545790246,2.5785767894351843,Liquid methanol at STP
FTdiesel,LTE,SMR,renewable,LTE_H_SMR_C_renewable_E,Canada,2024,603.5104685,5146.255318279141,5749.76578677914,2.5785767894351843,Liquid methanol at STP
FTdiesel,LTE,SMR,renewable,LTE_H_SMR_C_renewable_E,Mexico,2024,549.2623365,5045.536380199259,5594.798716699259,2.5785767894351843,Liquid methanol at STP
FTdiesel,LTE,SMR,renewable,LTE_H_SMR_C_renewable_E,Australia,2024,663.86151535,5180.810564555585,5844.672079905586,2.5785767894351843,Liquid methanol at STP
FTdiesel,LTE,SMR,renewable,LTE_H_SMR_C_renewable_E,India,2024,429.91644610000003,5048.746502356213,5478.662948456213,2.5785767894351843,Liquid methanol at STP
FTdiesel,LTE,SMR,renewable,LTE_H_SMR_C_renewable_E,Indonesia,2024,431.95075105,5049.943173263213,5481.893924313213,2.5785767894351843,Liquid methanol at STP
FTdiesel,LTE,SMR,renewable,LTE_H_SMR_C_renewable_E,Philippines,2024,471.28064674999996,5035.305698467537,5506.586345217536,2.5785767894351843,Liquid methanol at STP
FTdiesel,LTE,SMR,renewable,LTE_H_SMR_C_renewable_E,Singapore,2024,560.7900645499999,5125.44586457324,5686.235929123241,2.5785767894351843,Liquid methanol at STP
FTdiesel,LTE,SMR,renewable,LTE_H_SMR_C_renewable_E,Thailand,2024,442.1222758,5055.789962813791,5497.9122386137915,2.5785767894351843,Liquid methanol at STP
FTdiesel,LTE,SMR,renewable,LTE_H_SMR_C_renewable_E,China,2024,534.3441002,5122.869770462139,5657.213870662139,2.5785767894351843,Liquid methanol at STP
FTdiesel,LTE,SMR,renewable,LTE_H_SMR_C_renewable_E,Japan,2024,728.9592737500001,5130.135519803111,5859.09479355311,2.5785767894351843,Liquid methanol at STP
FTdiesel,LTE,SMR,renewable,LTE_H_SMR_C_renewable_E,Russia,2024,482.8083748,5044.648967804565,5527.4573426045645,2.5785767894351843,Liquid methanol at STP
FTdiesel,LTE,SMR,renewable,LTE_H_SMR_C_renewable_E,South Korea,2024,779.8168975,5118.887802032557,5898.704699532557,2.5785767894351843,Liquid methanol at STP
FTdiesel,LTE,SMR,renewable,LTE_H_SMR_C_renewable_E,Taipei,2024,573.6739959,5245.797511459717,5819.471507359716,2.5785767894351843,Liquid methanol at STP
FTdiesel,LTE,SMR,renewable,LTE_H_SMR_C_renewable_E,South Arabia,2024,720.1439523000001,5088.893109942745,5809.0370622427445,2.5785767894351843,Liquid methanol at STP
FTdiesel,LTE,SMR,renewable,LTE_H_SMR_C_renewable_E,South Africa,2024,825.9278097,5095.240141386745,5921.167951086744,2.5785767894351843,Liquid methanol at STP
FTdiesel,LTE,SMR,renewable,LTE_H_SMR_C_renewable_E,Turkey,2024,493.6580012,5048.546464246818,5542.204465446818,2.5785767894351843,Liquid methanol at STP
FTdiesel,LTE,SMR,renewable,LTE_H_SMR_C_renewable_E,Belgium,2024,777.1044909,5214.491032126012,5991.595523026012,2.5785767894351843,Liquid methanol at STP
FTdiesel,LTE,SMR,renewable,LTE_H_SMR_C_renewable_E,France,2024,697.0884962000001,5175.6709833002715,5872.7594795002715,2.5785767894351843,Liquid methanol at STP
FTdiesel,LTE,SMR,renewable,LTE_H_SMR_C_renewable_E,Germany,2024,706.5819193,5203.689125152847,5910.271044452847,2.5785767894351843,Liquid methanol at STP
FTdiesel,LTE,SMR,renewable,LTE_H_SMR_C_renewable_E,Italy,2024,630.6345345,5147.088015740767,5777.722550240767,2.5785767894351843,Liquid methanol at STP
FTdiesel,LTE,SMR,renewable,LTE_H_SMR_C_renewable_E,Netherlands,2024,764.8986612,5172.344583925088,5937.243245125088,2.5785767894351843,Liquid methanol at STP
FTdiesel,LTE,SMR,renewable,LTE_H_SMR_C_renewable_E,Spain,2024,593.3389437500001,5124.580709169694,5717.919652919694,2.5785767894351843,Liquid methanol at STP
FTdiesel,LTE,SMR,renewable,LTE_H_SMR_C_renewable_E,United Kingdom,2024,688.9512764,5137.998636961602,5826.949913361602,2.5785767894351843,Liquid methanol at STP
FTdiesel,LTE,SMR,renewable,LTE_H_SMR_C_renewable_E,Czech Republic,2024,607.5790784,5093.800782636533,5701.379861036533,2.5785767894351843,Liquid methanol at STP
FTdiesel,LTE,SMR,renewable,LTE_H_SMR_C_renewable_E,Finland,2024,781.1731008,5189.57801718796,5970.751117987959,2.5785767894351843,Liquid methanol at STP
FTdiesel,LTE,SMR,renewable,LTE_H_SMR_C_renewable_E,Hungary,2024,626.5659246,5069.249833207213,5695.815757807213,2.5785767894351843,Liquid methanol at STP
FTdiesel,LTE,SMR,renewable,LTE_H_SMR_C_renewable_E,Norway,2024,898.48468625,5229.050527760067,6127.535214010067,2.5785767894351843,Liquid methanol at STP
FTdiesel,LTE,SMR,renewable,LTE_H_SMR_C_renewable_E,Poland,2024,634.02504275,5075.823461228974,5709.848503978974,2.5785767894351843,Liquid methanol at STP
FTdiesel,LTE,SMR,renewable,LTE_H_SMR_C_renewable_E,Sweden,2024,821.8591997999999,5203.330656181315,6025.189855981315,2.5785767894351843,Liquid methanol at STP
FTdiesel,LTE,SMR,renewable,LTE_H_SMR_C_renewable_E,Oman,2024,647.5870757499999,5103.364035850384,5750.951111600384,2.5785767894351843,Liquid methanol at STP
FTdiesel,LTE,SMR,renewable,LTE_H_SMR_C_renewable_E,United Arab Emirates,2024,647.5870757499999,5125.629594248151,5773.216669998151,2.5785767894351843,Liquid methanol at STP
FTdiesel,LTE,SMR,renewable,LTE_H_SMR_C_renewable_E,Malaysia,2024,593.3389437500001,5060.3739593176415,5653.7129030676415,2.5785767894351843,Liquid methanol at STP
FTdiesel,LTE,SMR,renewable,LTE_H_SMR_C_renewable_E,Saudi Arabia,2024,647.5870757499999,5112.684884770516,5760.271960520516,2.5785767894351843,Liquid methanol at STP
FTdiesel,LTE,SMR,renewable,LTE_H_SMR_C_renewable_E,Greece,2024,623.853518,5091.988414257793,5715.841932257793,2.5785767894351843,Liquid methanol at STP
FTdiesel,LTE,SMR,renewable,LTE_H_SMR_C_renewable_E,Austria,2024,705.2257159999999,5181.404302827464,5886.630018827464,2.5785767894351843,Liquid methanol at STP
FTdiesel,LTE,SMR,renewable,LTE_H_SMR_C_renewable_E,Switzerland,2024,749.30232325,5256.335211100717,6005.637534350717,2.5785767894351843,Liquid methanol at STP
FTdiesel,LTE,SMR,renewable,LTE_H_SMR_C_renewable_E,Portugal,2024,617.0725015,5083.099489169954,5700.171990669954,2.5785767894351843,Liquid methanol at STP
FTdiesel,SMRCCS,SMRCCS,renewable,SMRCCS_H_C_renewable_E,United States,2024,630.0889371567204,1585.2349768518548,2215.3239140085752,5.577117908784064,Liquid methanol at STP
FTdiesel,SMRCCS,SMRCCS,renewable,SMRCCS_H_C_renewable_E,Brazil,2024,642.6907158998547,3531.4770630962203,4174.167778996075,5.577117908784064,Liquid methanol at STP
FTdiesel,SMRCCS,SMRCCS,renewable,SMRCCS_H_C_renewable_E,Canada,2024,560.7791540694811,1040.524567732377,1601.303721801858,5.577117908784064,Liquid methanol at STP
FTdiesel,SMRCCS,SMRCCS,renewable,SMRCCS_H_C_renewable_E,Mexico,2024,510.3720390969435,950.1973533124457,1460.5693924093891,5.577117908784064,Liquid methanol at STP
FTdiesel,SMRCCS,SMRCCS,renewable,SMRCCS_H_C_renewable_E,Australia,2024,616.8570694764292,1452.6334326025292,2069.4905020789583,5.577117908784064,Liquid methanol at STP
FTdiesel,SMRCCS,SMRCCS,renewable,SMRCCS_H_C_renewable_E,India,2024,399.4763861573607,2435.5269917632772,2835.003377920638,5.577117908784064,Liquid methanol at STP
FTdiesel,SMRCCS,SMRCCS,renewable,SMRCCS_H_C_renewable_E,Indonesia,2024,401.36665296883086,2437.3380814117168,2838.7047343805475,5.577117908784064,Liquid methanol at STP
FTdiesel,SMRCCS,SMRCCS,renewable,SMRCCS_H_C_renewable_E,Philippines,2024,437.9118113239205,4954.711645072074,5392.623456395994,5.577117908784064,Liquid methanol at STP
FTdiesel,SMRCCS,SMRCCS,renewable,SMRCCS_H_C_renewable_E,Singapore,2024,521.0835510286076,5999.356250642033,6520.439801670641,5.577117908784064,Liquid methanol at STP
FTdiesel,SMRCCS,SMRCCS,renewable,SMRCCS_H_C_renewable_E,Thailand,2024,410.81798702618164,920.9278078760277,1331.7457949022094,5.577117908784064,Liquid methanol at STP
FTdiesel,SMRCCS,SMRCCS,renewable,SMRCCS_H_C_renewable_E,China,2024,496.5100824794956,1974.915813856293,2471.425896335789,5.577117908784064,Liquid methanol at STP
FTdiesel,SMRCCS,SMRCCS,renewable,SMRCCS_H_C_renewable_E,Japan,2024,677.3456074434743,2852.872889698811,3530.2184971422853,5.577117908784064,Liquid methanol at STP
FTdiesel,SMRCCS,SMRCCS,renewable,SMRCCS_H_C_renewable_E,Russia,2024,448.62332325558486,394.9438448992285,843.5671681548133,5.577117908784064,Liquid methanol at STP
FTdiesel,SMRCCS,SMRCCS,renewable,SMRCCS_H_C_renewable_E,South Korea,2024,724.6022777302283,2323.0721216251877,3047.674399355416,5.577117908784064,Liquid methanol at STP
FTdiesel,SMRCCS,SMRCCS,renewable,SMRCCS_H_C_renewable_E,Taipei,2024,533.0552408345853,6276.33038050528,6809.385621339866,5.577117908784064,Liquid methanol at STP
FTdiesel,SMRCCS,SMRCCS,renewable,SMRCCS_H_C_renewable_E,South Arabia,2024,669.1544512604371,6354.597805689477,7023.752256949914,5.577117908784064,Liquid methanol at STP
FTdiesel,SMRCCS,SMRCCS,renewable,SMRCCS_H_C_renewable_E,South Africa,2024,767.4483254568853,6360.495438141264,7127.9437635981485,5.577117908784064,Liquid methanol at STP
FTdiesel,SMRCCS,SMRCCS,renewable,SMRCCS_H_C_renewable_E,Turkey,2024,458.7047462500924,1401.2932234179284,1859.9979696680207,5.577117908784064,Liquid methanol at STP
FTdiesel,SMRCCS,SMRCCS,renewable,SMRCCS_H_C_renewable_E,Belgium,2024,722.0819219816015,2931.268060115856,3653.3499820974575,5.577117908784064,Liquid methanol at STP
FTdiesel,SMRCCS,SMRCCS,renewable,SMRCCS_H_C_renewable_E,France,2024,647.7314273971084,3831.4094759374207,4479.140903334529,5.577117908784064,Liquid methanol at STP
FTdiesel,SMRCCS,SMRCCS,renewable,SMRCCS_H_C_renewable_E,Germany,2024,656.5526725173025,3895.986142354232,4552.538814871535,5.577117908784064,Liquid methanol at STP
FTdiesel,SMRCCS,SMRCCS,renewable,SMRCCS_H_C_renewable_E,Italy,2024,585.9827115557499,4874.590359577062,5460.573071132812,5.577117908784064,Liquid methanol at STP
FTdiesel,SMRCCS,SMRCCS,renewable,SMRCCS_H_C_renewable_E,Netherlands,2024,710.7403211127805,5076.844735346908,5787.5850564596885,5.577117908784064,Liquid methanol at STP
FTdiesel,SMRCCS,SMRCCS,renewable,SMRCCS_H_C_renewable_E,Spain,2024,551.3278200121304,3064.6501013400125,3615.977921352143,5.577117908784064,Liquid methanol at STP
FTdiesel,SMRCCS,SMRCCS,renewable,SMRCCS_H_C_renewable_E,United Kingdom,2024,640.1703601512279,3242.4244423236782,3882.594802474906,5.577117908784064,Liquid methanol at STP
FTdiesel,SMRCCS,SMRCCS,renewable,SMRCCS_H_C_renewable_E,Czech Republic,2024,564.5596876924213,3013.3050264189646,3577.864714111386,5.577117908784064,Liquid methanol at STP
FTdiesel,SMRCCS,SMRCCS,renewable,SMRCCS_H_C_renewable_E,Finland,2024,725.8624556045418,4435.650128421995,5161.512584026536,5.577117908784064,Liquid methanol at STP
FTdiesel,SMRCCS,SMRCCS,renewable,SMRCCS_H_C_renewable_E,Hungary,2024,582.2021779328095,5089.395870906721,5671.598048839531,5.577117908784064,Liquid methanol at STP
FTdiesel,SMRCCS,SMRCCS,renewable,SMRCCS_H_C_renewable_E,Norway,2024,834.8678417326544,5125.496608850819,5960.364450583474,5.577117908784064,Liquid methanol at STP
FTdiesel,SMRCCS,SMRCCS,renewable,SMRCCS_H_C_renewable_E,Poland,2024,589.1331562415335,2712.672810154087,3301.8059663956205,5.577117908784064,Liquid methanol at STP
FTdiesel,SMRCCS,SMRCCS,renewable,SMRCCS_H_C_renewable_E,Sweden,2024,763.667791833945,3133.670304029928,3897.338095863873,5.577117908784064,Liquid methanol at STP
FTdiesel,SMRCCS,SMRCCS,renewable,SMRCCS_H_C_renewable_E,Oman,2024,601.7349349846679,5018.396326965238,5620.131261949906,5.577117908784064,Liquid methanol at STP
FTdiesel,SMRCCS,SMRCCS,renewable,SMRCCS_H_C_renewable_E,United Arab Emirates,2024,601.7349349846679,1848.9673355578718,2450.7022705425397,5.577117908784064,Liquid methanol at STP
FTdiesel,SMRCCS,SMRCCS,renewable,SMRCCS_H_C_renewable_E,Malaysia,2024,551.3278200121304,1131.8695592798415,1683.1973792919719,5.577117908784064,Liquid methanol at STP
FTdiesel,SMRCCS,SMRCCS,renewable,SMRCCS_H_C_renewable_E,Saudi Arabia,2024,601.7349349846679,457.41181427976903,1059.146749264437,5.577117908784064,Liquid methanol at STP
FTdiesel,SMRCCS,SMRCCS,renewable,SMRCCS_H_C_renewable_E,Greece,2024,579.6818221841826,3792.759051633961,4372.440873818144,5.577117908784064,Liquid methanol at STP
FTdiesel,SMRCCS,SMRCCS,renewable,SMRCCS_H_C_renewable_E,Austria,2024,655.2924946429893,4700.366025261125,5355.658519904115,5.577117908784064,Liquid methanol at STP
FTdiesel,SMRCCS,SMRCCS,renewable,SMRCCS_H_C_renewable_E,Switzerland,2024,696.2482755581759,6286.121962588696,6982.370238146872,5.577117908784064,Liquid methanol at STP
FTdiesel,SMRCCS,SMRCCS,renewable,SMRCCS_H_C_renewable_E,Portugal,2024,573.3809328126155,4240.780445577179,4814.161378389795,5.577117908784064,Liquid methanol at STP
FTdiesel,LTE,SMRCCS,renewable,LTE_H_SMRCCS_C_renewable_E,United States,2024,678.10165,5178.861511179443,5856.963161179443,9.378576789435185,Liquid methanol at STP
FTdiesel,LTE,SMRCCS,renewable,LTE_H_SMRCCS_C_renewable_E,Brazil,2024,691.663683,5069.109862790247,5760.773545790246,9.378576789435185,Liquid methanol at STP
FTdiesel,LTE,SMRCCS,renewable,LTE_H_SMRCCS_C_renewable_E,Canada,2024,603.5104685,5146.255318279141,5749.76578677914,9.378576789435185,Liquid methanol at STP
FTdiesel,LTE,SMRCCS,renewable,LTE_H_SMRCCS_C_renewable_E,Mexico,2024,549.2623365,5045.536380199259,5594.798716699259,9.378576789435185,Liquid methanol at STP
FTdiesel,LTE,SMRCCS,renewable,LTE_H_SMRCCS_C_renewable_E,Australia,2024,663.86151535,5180.810564555585,5844.672079905586,9.378576789435185,Liquid methanol at STP
FTdiesel,LTE,SMRCCS,renewable,LTE_H_SMRCCS_C_renewable_E,India,2024,429.91644610000003,5048.746502356213,5478.662948456213,9.378576789435185,Liquid methanol at STP
FTdiesel,LTE,SMRCCS,renewable,LTE_H_SMRCCS_C_renewable_E,Indonesia,2024,431.95075105,5049.943173263213,5481.893924313213,9.378576789435185,Liquid methanol at STP
FTdiesel,LTE,SMRCCS,renewable,LTE_H_SMRCCS_C_renewable_E,Philippines,2024,471.28064674999996,5035.305698467537,5506.586345217536,9.378576789435185,Liquid methanol at STP
FTdiesel,LTE,SMRCCS,renewable,LTE_H_SMRCCS_C_renewable_E,Singapore,2024,560.7900645499999,5125.44586457324,5686.235929123241,9.378576789435185,Liquid methanol at STP
FTdiesel,LTE,SMRCCS,renewable,LTE_H_SMRCCS_C_renewable_E,Thailand,2024,442.1222758,5055.789962813791,5497.9122386137915,9.378576789435185,Liquid methanol at STP
FTdiesel,LTE,SMRCCS,renewable,LTE_H_SMRCCS_C_renewable_E,China,2024,534.3441002,5122.869770462139,5657.213870662139,9.378576789435185,Liquid methanol at STP
FTdiesel,LTE,SMRCCS,renewable,LTE_H_SMRCCS_C_renewable_E,Japan,2024,728.9592737500001,5130.135519803111,5859.09479355311,9.378576789435185,Liquid methanol at STP
FTdiesel,LTE,SMRCCS,renewable,LTE_H_SMRCCS_C_renewable_E,Russia,2024,482.8083748,5044.648967804565,5527.4573426045645,9.378576789435185,Liquid methanol at STP
FTdiesel,LTE,SMRCCS,renewable,LTE_H_SMRCCS_C_renewable_E,South Korea,2024,779.8168975,5118.887802032557,5898.704699532557,9.378576789435185,Liquid methanol at STP
FTdiesel,LTE,SMRCCS,renewable,LTE_H_SMRCCS_C_renewable_E,Taipei,2024,573.6739959,5245.797511459717,5819.471507359716,9.378576789435185,Liquid methanol at STP
FTdiesel,LTE,SMRCCS,renewable,LTE_H_SMRCCS_C_renewable_E,South Arabia,2024,720.1439523000001,5088.893109942745,5809.0370622427445,9.378576789435185,Liquid methanol at STP
FTdiesel,LTE,SMRCCS,renewable,LTE_H_SMRCCS_C_renewable_E,South Africa,2024,825.9278097,5095.240141386745,5921.167951086744,9.378576789435185,Liquid methanol at STP
FTdiesel,LTE,SMRCCS,renewable,LTE_H_SMRCCS_C_renewable_E,Turkey,2024,493.6580012,5048.546464246818,5542.204465446818,9.378576789435185,Liquid methanol at STP
