Fuel,Hydrogen Source,Carbon Source,Electricity Source,Pathway Name,Region,Year,CapEx [$/tonne],OpEx [$/tonne],LCOF [$/tonne],Emissions [kg CO2e / kg fuel],Comment
FTdiesel,LTE,SMR,grid,LTE_H_SMR_C_grid_E,Singapore,2024,560.7900645499999,10643.308695171543,11204.098759721543,12.536849945248683,Liquid methanol at STP
FTdiesel,LTE,SMR,grid,LTE_H_SMR_C_grid_E,Thailand,2024,442.1222758,3815.0870778271915,4257.209353627191,15.116205942983989,Liquid methanol at STP
FTdiesel,LTE,SMR,grid,LTE_H_SMR_C_grid_E,China,2024,534.3441002,3033.2649115373397,3567.6090117373396,16.161008372446382,Liquid methanol at STP
FTdiesel,LTE,SMR,grid,LTE_H_SMR_C_grid_E,Japan,2024,728.9592737500001,6272.888177027611,7001.847450777611,12.993951008138485,Liquid methanol at STP
FTdiesel,LTE,SMR,grid,LTE_H_SMR_C_grid_E,Russia,2024,482.8083748,3150.9445644039643,3633.752939203964,11.557347667627687,Liquid methanol at STP
FTdiesel,LTE,SMR,grid,LTE_H_SMR_C_grid_E,South Korea,2024,779.8168975,3878.184917045958,4658.001814545958,11.230846908420684,Liquid methanol at STP
FTdiesel,LTE,SMR,grid,LTE_H_SMR_C_grid_E,Taipei,2024,573.6739959,772.7371103238171,1346.4111062238171,-1.6985831561765157,Liquid methanol at STP
FTdiesel,LTE,SMR,grid,LTE_H_SMR_C_grid_E,South Arabia,2024,720.1439523000001,2868.687947335144,3588.8318996351445,20.274917938454585,Liquid methanol at STP
FTdiesel,LTE,SMR,grid,LTE_H_SMR_C_grid_E,South Africa,2024,825.9278097,2875.0349787791447,3700.962788479145,20.274917938454585,Liquid methanol at STP
FTdiesel,LTE,SMR,grid,LTE_H_SMR_C_grid_E,Turkey,2024,493.6580012,4330.244793991417,4823.902795191418,12.340949489724485,Liquid methanol at STP
FTdiesel,LTE,SMR,grid,LTE_H_SMR_C_grid_E,Belgium,2024,777.1044909,5247.141108046712,6024.245598946713,1.6643746636555856,Liquid methanol at STP
FTdiesel,LTE,SMR,grid,LTE_H_SMR_C_grid_E,France,2024,697.0884962000001,6449.023944207574,7146.112440407574,-1.0129315618418158,Liquid methanol at STP
FTdiesel,LTE,SMR,grid,LTE_H_SMR_C_grid_E,Germany,2024,706.5819193,9089.048159716147,9795.630079016148,9.598343112385685,Liquid methanol at STP
FTdiesel,LTE,SMR,grid,LTE_H_SMR_C_grid_E,Italy,2024,630.6345345,15627.762386285467,16258.396920785468,7.965839316350685,Liquid methanol at STP
FTdiesel,LTE,SMR,grid,LTE_H_SMR_C_grid_E,Netherlands,2024,764.8986612,8110.851416788087,8875.750077988087,5.908884533346583,Liquid methanol at STP
FTdiesel,LTE,SMR,grid,LTE_H_SMR_C_grid_E,Spain,2024,593.3389437500001,4896.030177724794,5489.369121474794,2.8397773968007836,Liquid methanol at STP
FTdiesel,LTE,SMR,grid,LTE_H_SMR_C_grid_E,United Kingdom,2024,688.9512764,4158.496359340601,4847.447635740601,4.929382255725585,Liquid methanol at STP
FTdiesel,LTE,SMR,grid,LTE_H_SMR_C_grid_E,Czech Republic,2024,607.5790784,5191.751010398635,5799.330088798635,14.593804728252788,Liquid methanol at STP
FTdiesel,LTE,SMR,grid,LTE_H_SMR_C_grid_E,Finland,2024,781.1731008,4405.976195091159,5187.1492958911585,-0.2619798156657156,Liquid methanol at STP
FTdiesel,LTE,SMR,grid,LTE_H_SMR_C_grid_E,Hungary,2024,626.5659246,5297.800364652113,5924.366289252113,3.8192796744217845,Liquid methanol at STP
FTdiesel,LTE,SMR,grid,LTE_H_SMR_C_grid_E,Norway,2024,898.48468625,4282.198326059766,5180.683012309766,-1.8618335357800158,Liquid methanol at STP
FTdiesel,LTE,SMR,grid,LTE_H_SMR_C_grid_E,Poland,2024,634.02504275,18168.503905429676,18802.528948179675,18.773014446102387,Liquid methanol at STP
FTdiesel,LTE,SMR,grid,LTE_H_SMR_C_grid_E,Sweden,2024,821.8591997999999,2852.525189890915,3674.3843896909148,-1.5026827006523158,Liquid methanol at STP
FTdiesel,LTE,SMR,grid,LTE_H_SMR_C_grid_E,Oman,2024,647.5870757499999,7388.869350299386,8036.456426049385,15.605957081794482,Liquid methanol at STP
FTdiesel,LTE,SMR,grid,LTE_H_SMR_C_grid_E,United Arab Emirates,2024,647.5870757499999,3721.676329658051,4369.263405408051,12.340949489724485,Liquid methanol at STP
FTdiesel,LTE,SMR,grid,LTE_H_SMR_C_grid_E,Malaysia,2024,593.3389437500001,4342.072289062242,4935.411232812242,0.5869221582724844,Liquid methanol at STP
FTdiesel,LTE,SMR,grid,LTE_H_SMR_C_grid_E,Saudi Arabia,2024,647.5870757499999,2337.428431511017,2985.015507261017,11.557347667627687,Liquid methanol at STP
FTdiesel,LTE,SMR,grid,LTE_H_SMR_C_grid_E,Greece,2024,623.853518,7769.294639755193,8393.148157755193,8.161739771874885,Liquid methanol at STP
FTdiesel,LTE,SMR,grid,LTE_H_SMR_C_grid_E,Austria,2024,705.2257159999999,10274.816146456664,10980.041862456663,0.7828226137966845,Liquid methanol at STP
FTdiesel,LTE,SMR,grid,LTE_H_SMR_C_grid_E,Switzerland,2024,749.30232325,9011.093941981218,9760.396265231218,-1.6985831561765157,Liquid methanol at STP
FTdiesel,LTE,SMR,grid,LTE_H_SMR_C_grid_E,Portugal,2024,617.0725015,5083.099489169954,5700.171990669954,2.5785767894351843,Liquid methanol at STP
FTdiesel,SMRCCS,SMRCCS,grid,SMRCCS_H_C_grid_E,United States,2024,630.0889371567204,1581.2989561532213,2211.387893309942,5.627056171397978,Liquid methanol at STP
FTdiesel,SMRCCS,SMRCCS,grid,SMRCCS_H_C_grid_E,Brazil,2024,642.6907158998547,3522.6210165242956,4165.31173242415,5.560389820814873,Liquid methanol at STP
FTdiesel,SMRCCS,SMRCCS,grid,SMRCCS_H_C_grid_E,Canada,2024,560.7791540694811,1030.9305172794577,1591.7096713489389,5.578101913958723,Liquid methanol at STP
FTdiesel,SMRCCS,SMRCCS,grid,SMRCCS_H_C_grid_E,Mexico,2024,510.3720390969435,960.7754089400232,1471.1474480369668,5.661004349923692,Liquid methanol at STP
FTdiesel,SMRCCS,SMRCCS,grid,SMRCCS_H_C_grid_E,Australia,2024,616.8570694764292,1459.5214688251378,2076.378538301567,5.671336404257605,Liquid methanol at STP
FTdiesel,SMRCCS,SMRCCS,grid,SMRCCS_H_C_grid_E,India,2024,399.4763861573607,2429.376959421662,2828.8533455790225,5.711680616418599,Liquid methanol at STP
FTdiesel,SMRCCS,SMRCCS,grid,SMRCCS_H_C_grid_E,Indonesia,2024,401.36665296883086,2416.673972743891,2818.040625712722,5.711680616418599,Liquid methanol at STP
FTdiesel,SMRCCS,SMRCCS,grid,SMRCCS_H_C_grid_E,Philippines,2024,437.9118113239205,4954.46564377841,5392.37745510233,5.68658848446481,Liquid methanol at STP
FTdiesel,SMRCCS,SMRCCS,grid,SMRCCS_H_C_grid_E,Singapore,2024,521.0835510286076,6040.93046927135,6562.014020299958,5.652148303351767,Liquid methanol at STP
FTdiesel,SMRCCS,SMRCCS,grid,SMRCCS_H_C_grid_E,Thailand,2024,410.81798702618164,911.5797587167731,1322.3977457429546,5.67158240555127,Liquid methanol at STP
FTdiesel,SMRCCS,SMRCCS,grid,SMRCCS_H_C_grid_E,China,2024,496.5100824794956,1959.171731061759,2455.6818135412545,5.679454446948537,Liquid methanol at STP
FTdiesel,SMRCCS,SMRCCS,grid,SMRCCS_H_C_grid_E,Japan,2024,677.3456074434743,2861.4829349770716,3538.828542420546,5.655592321463072,Liquid methanol at STP
FTdiesel,SMRCCS,SMRCCS,grid,SMRCCS_H_C_grid_E,Russia,2024,448.62332325558486,380.67576986668195,829.2990931222669,5.644768264541829,Liquid methanol at STP
FTdiesel,SMRCCS,SMRCCS,grid,SMRCCS_H_C_grid_E,South Korea,2024,724.6022777302283,2313.7240724659323,3038.3263501961605,5.642308251605183,Liquid methanol at STP
FTdiesel,SMRCCS,SMRCCS,grid,SMRCCS_H_C_grid_E,Taipei,2024,533.0552408345853,6242.62820327323,6775.683444107815,5.544891739314003,Liquid methanol at STP
FTdiesel,SMRCCS,SMRCCS,grid,SMRCCS_H_C_grid_E,South Arabia,2024,669.1544512604371,6337.869717720286,7007.024168980723,5.710450609950276,Liquid methanol at STP
