Fuel,Hydrogen Source,Carbon Source,Electricity Source,Pathway Name,Region,Number,Year,CapEx [$/tonne],OpEx [$/tonne],Fuel Production LCOF [$/tonne],Fuel Production Emissions [kg CO2e / kg fuel],Land Transport Cost [$/tonne],Land Transport Emissions [kg CO2e / kg fuel],Fuel Storage Cost [$/tonne],Fuel Storage Emissions [kg CO2e / kg fuel],Tanker Transport Cost [$/tonne],Tanker Transport Emissions [kg CO2e / kg fuel],Final LCOF [$/tonne],Final Emissions [kg CO2e / kg fuel]
liquid_hydrogen,ATRCCS,,grid,ATRCCS_H_grid_E,South Africa,1,2024,927.6919847731492,1687.9121216831074,2615.604106456257,8.981339828918278,438.1704908749996,0.4433861978391045,259.92307237858716,0.140382,289.6858328474884,0.9966142054360204,3603.3835025573326,10.561722232193405
liquid_hydrogen,ATRCCS,,grid,ATRCCS_H_grid_E,Taiwan,1,2024,912.8092256591414,3819.66983202288,4732.479057682021,8.186954735750577,108.29765925058994,0.1099631873647823,271.8790658698398,0.125928,414.22374866161965,1.4250654513797674,5526.879531464071,9.847911374495126
liquid_hydrogen,ATRCCS,,grid,ATRCCS_H_grid_E,Switzerland,1,2024,1096.3632547319037,11626.029046852344,12722.392301584248,1.6686441767443652,492.6853966182634,0.4984878074476782,342.15581281105756,0.007326,0.0,0.0,13557.233511013568,2.1744579841920433
liquid_hydrogen,ATRCCS,,grid,ATRCCS_H_grid_E,Singapore,1,2024,917.7701453638108,12402.739209631442,13320.509354995253,6.69612243761393,6.688572663865257,0.0072605568557443,296.5377347060888,0.098802,344.8307856143193,1.18633091593341,13968.566447979527,7.988515910403084
liquid_hydrogen,ATRCCS,,grid,ATRCCS_H_grid_E,Hungary,1,2024,892.9655468404644,5494.154133838932,6387.119680679396,3.2574143630797687,933.4787080320028,0.9440250533153642,272.6403905248432,0.036234,0.0,0.0,7593.238779236242,4.2376734163951335
liquid_hydrogen,ATRCCS,,grid,ATRCCS_H_grid_E,Philippines,1,2024,888.0046271357951,3537.2546941390933,4425.259321274889,7.936669021464862,173.897979404711,0.1762695155523986,261.44572168859406,0.121374,398.4059682729832,1.3706471027887204,5259.008990641177,9.60495963980598
liquid_hydrogen,ATRCCS,,grid,ATRCCS_H_grid_E,Netherlands,1,2024,1016.9885394571952,8350.425276675212,9367.413816132408,4.019153493514551,82.54212485506892,0.0839304650813442,311.54111143107144,0.050094,0.0,0.0,9761.497052418548,4.1531779585958954
liquid_hydrogen,ATRCCS,,grid,ATRCCS_H_grid_E,Norway,1,2024,1126.128772959919,5590.034879949509,6716.163652909428,1.6033522512785268,383.8823986934868,0.3885138428199527,318.4418258285524,0.006138,24.237089913799533,0.083383532667404,7442.724967345266,2.0813876267658835
liquid_hydrogen,ATRCCS,,grid,ATRCCS_H_grid_E,Oman,1,2024,947.5356635918262,2477.701250109975,3425.236913701801,7.19669386618536,324.730500960653,0.328725336684938,287.07974772358364,0.10791,245.730208915526,0.8453924532750845,4282.777371301564,8.478721656145382
liquid_hydrogen,ATRCCS,,grid,ATRCCS_H_grid_E,Italy,1,2024,952.4965832964954,11503.73194770598,12456.228531002476,4.400023058731943,221.43586699612143,0.2243190184904427,339.4584165598328,0.057024,92.5368656281945,0.3183571454118573,13109.659680186627,4.999723222634243
