Mode,A_cost,A_cost units,B_cost,B_cost units,A_emissions,A_emissions units,B_emissions,B_emissions units,Source
Pipeline,0.00022,2020 CAD / kg H2 / km,0.05021,2020 CAD / kg H2,0.05021,gCO2e/kg H2 / km,0.01448,gCO2e/kg H2,"Table 13 in Lullo et al, 2022"
