,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
e-hydrogen (liquefied),6657.5,6494.7,6328.1,6196,6058.1,5914.4,5765.1,5610.2,5515.9,5413.7,5303.6,5185.6,5059.9,4939,4813.2,4682.4,4546.7,4406.1,4267.2,4126.7,3984.6,3841,3695.7,3567.5,3439,3310.1,3181,3051.4
e-hydrogen (compressed),5760.3,5611.8,5459.6,5340.5,5215.6,5084.9,4948.6,4806.6,4724.1,4633.7,4535.3,4429.1,4315.1,4204.9,4089.7,3969.5,3844.5,3714.5,3585.2,3454.3,3321.9,3187.8,3052.2,2932.7,2812.8,2692.7,2572.2,2451.4
e-ammonia,1392.7,1333.1,1272.8,1218,1162.2,1105.4,1047.5,988.7,972.2,954.2,934.9,914.1,891.9,870.4,848.1,824.9,800.7,775.7,750.9,725.8,700.4,674.7,648.7,625.6,602.6,579.4,556.2,532.9
e-methanol,1849,1791.7,1733.7,1682.3,1629.8,1576.2,1521.5,1465.8,1438.4,1409.6,1379.3,1347.5,1314.2,1281.9,1248.7,1214.5,1179.4,1143.4,1105.9,1068.1,1029.9,991.5,952.8,917.3,881.8,846.2,810.6,774.9
e-diesel,4391.1,4247.9,4104.4,3978,3850.1,3720.9,3590.3,3458.3,3400.3,3338.4,3272.9,3203.7,3130.9,3060.1,2987,2911.6,2833.9,2753.9,2655.6,2557.1,2458.5,2359.6,2260.6,2169.9,2079.5,1989.6,1900.1,1810.9
Blue ammonia,970.1,866.2,762.2,713.8,665.4,617,568.7,520.3,518.3,516.3,514.3,512.2,510.2,508.2,506.2,504.3,502.3,500.3,498.3,496.4,494.4,492.5,490.5,488.6,486.7,484.8,482.9,480.9
