Fuel,Hydrogen Source,Carbon Source,Fuel Pathway,Electricity Demand [kWh / kg fuel],Lignocellulosic Biomass Demand [kg / kg fuel],NG Demand [GJ / kg fuel],Water Demand [m^3 / kg fuel],CO2 Demand [kg CO2 / kg fuel]
hydrogen,SMR,n/a,SMR_H_grid_E,0.645930636986982,0.0,0.15251416078704164,0.01673099473318096,0
hydrogen,SMRCCS,n/a,SMRCCS_H_grid_E,2.0372670807453415,0.0,0.19612422360248447,0.024120844720496894,0
hydrogen,ATRCCS,n/a,ATRCCS_H_grid_E,2.8819875776397517,0.0,0.16775155279503107,0.004811478260869566,0
hydrogen,LTE,n/a,LTE_H_grid_E,51.03004082,0.0,0.0,0.01430886,0
hydrogen,BG,n/a,BG_H_grid_E,0.98,13.49,0.0062245,0.005,0
hydrogen,SMR,n/a,SMR_H_renewable_E,0.645930636986982,0.0,0.15251416078704164,0.01673099473318096,0
hydrogen,SMRCCS,n/a,SMRCCS_H_renewable_E,2.0372670807453415,0.0,0.19612422360248447,0.024120844720496894,0
hydrogen,ATRCCS,n/a,ATRCCS_H_renewable_E,2.8819875776397517,0.0,0.16775155279503107,0.004811478260869566,0
hydrogen,LTE,n/a,LTE_H_renewable_E,51.03004082,0.0,0.0,0.01430886,0
hydrogen,BG,n/a,BG_H_renewable_E,0.98,13.49,0.0062245,0.005,0
hydrogen,SMR,n/a,SMR_H_nuke_E,0.645930636986982,0.0,0.15251416078704164,0.01673099473318096,0
hydrogen,SMRCCS,n/a,SMRCCS_H_nuke_E,2.0372670807453415,0.0,0.19612422360248447,0.024120844720496894,0
hydrogen,ATRCCS,n/a,ATRCCS_H_nuke_E,2.8819875776397517,0.0,0.16775155279503107,0.004811478260869566,0
hydrogen,LTE,n/a,LTE_H_nuke_E,51.03004082,0.0,0.0,0.01430886,0
hydrogen,BG,n/a,BG_H_nuke_E,0.98,13.49,0.0062245,0.005,0
